품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
Maltese(말티즈),MN,2230,A_라라,s month 전부터 밥을 안먹어서 내원하심. 심장잡음 호흡수 증가 회 crt 이상 초 이상 매우 창백함. 황달 있어보임. imha 수혈 필요하고 배용은 대략 money 정도 소요된다고 말씀드림. 어머님이 오셔서 다니시던 병원으로 데리고 가심. pre 처치만 했음. 궁금사항 있으시면 연락주신다고 하심. ,,21,,,"식욕부진, 식욕저하","식욕부진, 식욕저하",170,9
Yorkshire Terrier(요크셔 테리어),MN,2021,D_VIP, 사상균 재진 tc 검사 미용하고 나니 피부 전체적으로 곰팡이성 병변이 더 보이는 것 같아서 연고 발라주심. 거위 울음 같은 기침이 너무 심함. 우드램프 검사 피부 전체적으로 양성. 우측 안면부 좌측 전지 체표 전체적으로 양성병변 확인됨. a nrf 방사선 촬영 시 흡호기 촬영 tc a tc 피부사상균 감염 tc에 준해 theophylline 처방. 증상 호전 안 되면 농도측정 검사 실시할 수도 있음. 지속복용 필요함. 피부사상균 전신에 걸쳐 확인되는 바 약욕 및 내복약 처방. 터비덤 스프레이도 처방하였음. rx 푸르너스 약욕 month 에 한번 터비덤 bid 내복약 bid month 뒤 내원. 조윤경선생님 ,피부사상균,"5,46", 기관 허탈 , 호흡기 질환 ,기침,기침,344,4
Maltese(말티즈),MN              ,2261,E_24시아이, time 전에 벌에 쏘였어요. 왼쪽 앞다리 time 뒤 배변 배뇨. 그뒤 기력 소실. panting a bg bp doppler cuff anaphylactic shock metabolic acidosis elevated liver enzymes 하루 입원. 내일 time 퇴원 예정. ph . ,,4, 알레르기 ,전신성의 질환,통증,통증,166,12
A.Cocker Spaniel(아메리카 코커),MN              ,2233,G_부천이지,흉 복부방사선 검사 thorax 복배상 및 외측상에서 모두 우심이 약간 비대되어보이나 normal variation 가능성 있으므로 감별 위해 청진 필요. 폐 전반적으로 기관지 패턴 관찰. abdomen 외측상에서 하복부 복배상에서 중복부 위치에 약 cm 크기의 연부조직밀도 종괴 음영 관찰. 간의 caudal margin이 늑골궁 밖으로 약간 돌출되어 미약한 간비대 가능성. 양측 관골구가 얕아졌으며 대퇴골두 변성 관절낭내 joint mice로 심한 관절염. 복부초음파 검사 비장 유래의 종괴는 매우 불균질한 실질과 괴사 또는 출혈소로 생각되는 저에코성 병변들을 가지며 종괴 주변 복막 에코 증가와 소량의 복수 동반. 간 실질에서는 특이소견 없음. 신장 및 방광 특이소견 없음. 환자의 심한 저항으로 그외 자세한 평가 진행하지 못함. 처치 수액 처치 ct 검사 촬영부위 흉부 복부 마취 프로포폴 cc 조영제 time time gi kg time s post s time 소견 abdomen 비장종괴는 중하복부내 비장 몸통과 꼬리 사이에 위치하며 크기 xcm lxwxh 의 울퉁불퉁한 원형으로 관찰됩니다. 조영증강이 나타나지 않는 출혈 또는 괴사소로 의심되는 병변부를 많이 포함하고 있습니다. 종괴 주변 복강내 지방은 불균질하게 밀도가 증가되었으며 종괴의 일부 변연이 모호하여 작은 파열 가능성 또한 배제할 수 없습니다. 비장 림프절 최대cm 간 림프절 최대cm 이 약간 비대되었으며 불균질한 밀도로 관찰되어 전이 가능성을 고려해야합니다. 흉골 림프절 최대cm 또한 약간 비대되었으며 prescapular ln 최대 cm 의 비대 또한 두드러집니다. 심장은 ct 검사에서 우심방이 약간 커보이나 전이소견은 관찰되지 않으며 폐 실질에서도 특이소견 없습니다. conclusion splenic tumor ,2231,221, 비장의 이상 ,혈액 및 조혈기의 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",896,11
K.C(Korean Cat),FS,2267,D_VIP, money 결제완료 효정 cc 밥을 안먹어요 year month 구조묘. 어제 저녁에 조금 먹고. 오늘아침은 깨작거리는 정도. 점심은 안 먹은것같음. 어제 저녁부터 활력 저하. 물도 잘 먹안먹음. 스트레스 상황은 없었음. 구토 없음. 체중 kg 체온 도 mmc pink crt sec 혈액검사 wbc lym 감소 bun cret tp glob g ratio felv fiv all negative fcov positive 흉복부 방사선검사 특이사항 없음. 복부 초음파 진행 복부초음파 full scan by hyuna findings 장간막림프절의 종대 및 에코저하 림프절 주변의 복막 에코 상승 외 이상소견 없음 imaging dx ddx mesenteric lymphadenopathy fip fip susp. tx 입원치료 진행. 금일 저녁처치부터 시작 수액 s vit c 카토살 ornipural 타우린. 유지 배. 수액줄 ice pack에 감기. 주사제 cefo tid famo bid 인터페론 알파 time cat po sid 식이 맛난것 tid 입원장내에 ice pack 배치 체온 식욕 모니터링 컨디션 좋아지는대로 퇴원 후 통원치료 예정. ,,21, 고양이 복막염 · FIP ,전신성의 질환,"식욕부진, 식욕저하","식욕부진, 식욕저하",591,9
Rag doll(래그돌),FS,2031,D_VIP, refer.웰니스ah 의뢰병원관련 진료전 전화완료 진료후 전화완료 초진일 전화 안됨 원장님 요청사항 주호소 기침 호흡곤란 및 개구호흡 현증경과 month 전 기침 및 유연 증상으로 웰니스 ah에 내원 예방접종 매번 진행하심 사육환경 실내 사료 건사료 기타 이전에는 이상 증상 전혀 없었음 항문낭 수술 이력 신체검사 mental stupor 좌후엽 crackled sound 청진됨 tachypnea rr 회 bptime hg hdo bcs mmc pale pink 혈액검사 cbc nrf chem hyperglycemia crea증가 amylase elect hyponatremia hypochloremia hypokalemia 영상검사 안정화 후 진행 예정 오후 time time 기준 방사선검사 by hyuna findings 폐야의 전반적인 심한 침윤 심장 실루엣 거의 관찰되지 않음 가스에 의한 경부 및 흉부의 식도 확장 위 확장 imaging dx ddx pulmonary edema pneumonia aerophagia dx ddx hcm td 로 인하여 폐수종 발생하였을 가능성 높음 pneumonia pte tx 수액처치 furosemide cri time kg hr time h 주사제 furosemide bolus time kg iv cefotaxime time kg iv famotidine time kg iv enrofloxacin time kg iv 산소처치 지속 주간 모니터링 오후 time 여전히 개구호흡 및 빈호흡 mental stupor 유연 배뇨 회 오후 time 변화소견 없음 추가 배뇨 회 추가 이뇨 처치 furosemide iv time kg bolus 진행 폐렴에 준하는 처치 진행 enro cefotaxime 오후 time time 경 개구호흡 지속되다 호흡 정지 cpr 진행하였으나 소생되지 않음 comment 안녕하세요 원장님. 아리는 개구호흡 호흡곤란 및 유연으로 응급 내원하였습니다. 청진 후 폐 전반적인 crackled sound 확인되어 폐수종에 준하는 처치 진행하였습니다. 이후 추가검사 결과 nt probnp 키트 양성 등을 바탕으로 hcm 매우 의심되는 상태였으나 이외 폐질환 폐렴 폐혈전색전증 배제할 수 없어 이에 준하는 처치 추가 진행하였습니다. 이뇨제 처치 및 산소 처치 지속에도 불구하고 호흡패턴 개선이 되지 않았고 추가 모니터링 중 오후 time time 경 호흡정지 심정지 확인되어 cpr 진행하였으나 소생하지 못하였습니다. 내과팀장 우승지 수의사 드림 ,,14, 폐수종 (원인 미정) , 호흡기 질환 ,호흡곤란,호흡곤란,1245,14
Shih Tzu(시추),FS              ,2085,E_24시아이,s 소간증 간부전 식욕 활기 없음 어제 낮까지는 간식 먹었음. 어제 밤부터 잘 안먹음. 설사 없음. 타 병원에서 피부병 디스크치료 때문에 오랜기간 약먹고 있음 month 중순 경 month 일정도 약 끊겼음. 그 이후 식욕저하 month 말부터 디스크 약 먹고.오늘아침 까지 디스크 약 먹었고. 라임동물병원 피부 디스크 치료. 디스크약 첫 처방은 month 전에 시작 피부치료는 몇년간 계속. 대략 year 간 치료. 초음파 검사 담낭벽 비대. 간 크기 감소. 간 전반적으로 에코감소. 신장 피질 수질 경계 불명확. 부신크기 정상. 혈액검사 간 기능 평가 항목은 정상. 간손상 있으나. 현재까지 간의 기능은 정상 ,2085,0, 상기에 해당하지 않는 간 / 담도계 질환 , 간 · 담도계 및 췌장 질환,기타 증상,기타 증상,343,5
Pekingese(페키니즈),M,2001,C_잠실ON,cc hpi 월곡동에서 건강검진 받으실 때 심장 폐의 이상을 확인되어 정밀 검사를 위해 내원함 month 전부터 쇠약해짐 구토 설사 복부 팽만캄 month month 월곡동동물병원에서 검사를 살령에 후지마비를 보임. 이후 개선되었고 history med vac trauma surg env food 사료 간식 치즈 월곡동에서 동물병원 심장사상충 검사상 이상 없음. 복수 비중 money ,,28, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기력저하,기력저하,216,3
Poodles(푸들),MN,2126,B_W,아이가 일주일에 한번씩 침대에 오줌을 싸는 것이 있었음 혼을 심하게 냈었고 그랬더니 아이가 똥 오줌을 지렸고 그후 강직증상이 있었음 time 전쯤에 발생함 그 후 침흘림이 생김 crt 정상 plr 정상 menace 정상 보행 이상 없음 외상은 전혀 없음 엉덩이쪽을 신문으로 때렸음 목욕은 하고 온 상태 어제 새벽에 구토가 있었음 락액락 용기에 이빨자국이 있었음 요즘 변이 조금 무림 식욕 있음 평상시와 차이 없었음 예방접종 다함 간수치 상승과 위 확장이 생겼음 초음파로 유문부만 확인 진행함 대기하면서 침흘림증상 사라짐 설사에 준해서 내복약 처방함 제산제 포함 증상지속시 내원할 것 ,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,326,6
Maltese(말티즈),FS              ,2116,F_센트럴,유선 종양 수술 내원. 최근에 크기 커지는 거 같으며 촉진 상 근층 침습 가능성 높음. 재발 가능성 있으나 현재 크기가 너무 크므로 삶의 질이 떨어짐 삶의 질을 개선 시키기 위한 수술적 제거 실시. 혈액 검사 결과 응고계 수치 양호 염증 겸미한 상승. 오늘 수술 하여 month 입원 후 day 퇴원 예정. 부토판올 amp 프로포폴 time ,,221, 유선 종양 / 유방 종괴 , 생식기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",191,11
Maltese(말티즈),MN              ,normal,F_센트럴,왼쪽 옆구리 겨드랑 부위쪽에 mass. propofol time diazepam amp butophanol amp money money 발치 치아의 치아 흡수병소와 함께 치조골의 소실 발치 . ,x,221,,,"종괴, 혹, 낭종","종괴, 혹, 낭종",108,11
Chihuahua(치와와),FS              ,2049,E_24시아이, 어제부터 토하기 시작했음 어제 번정도 오늘 번정도 주사기로 물을 좀 먹였는데 토 토했음 마지막 변본것은 잘 모르심. 집비우고 그래서 못보심 전혀안먹음 북어가루 과일 고구마 파보입원 month 입원 ,,"1,21", 개 파보 바이러스 CPV , 소화기 질환 ,"구토(급성/만성),식욕부진, 식욕저하",구토(급성/만성),111,2
Poodles(푸들),FS              ,,F_센트럴,cc 구토 오늘 time 회 정도 토함. 식욕.양호 최근 며칠 전부터 연변을 봄. pe.청진.장운동 활발 방사선.특이사항 없슴 혈검.k 저하 hct 상승 p 췌장염 키트 검사 필요성 설명드림.보호자 원치 않음. 과거에도 이런적이 있어서 검사 받았는데 문제 없었다고 함. 대증처치만 받고 추가 검사는 평소 다니는 병원에서 하시겠다고 함. 오전 time 에 보호자께서 평소 다는 병원이 time 에 open 하여 그 병원가서 진료보고 싶어하심 퇴원 동의서 받고 퇴원처리 진행함 ,,"1,2",,,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),265,1
Maltese(말티즈),FS              ,2070,G_부천이지,s 항문주위 종괴 및 몸통 혹 제거 위해 내원 acth 심장초음파 과거 검사와 유의성 있는 변화는 업으나 폐동맥 혈류의 가속기 시간이 지속적으로 짧게 관찰됨으로 정기적으로 확인이 필요하며 증상 발현시 이에 따른 적절한 처치를 요합니다. 복부초음파 간에코 상승 다수의 저에코의 노듈 간 표면 fine 비장 내 다수의 저에코의 노듈 비장으로 유입되는 혈류 sluggish한 양상 monitoring 요함 쿠싱 심장판막질환 rx lasix time kg bid pimobendan time kg bid enalapril time kg sid 저녁 udca time kg bid trilostane time kg bid cephalexine time kg bid po month 분 e 술부 염증관리 모니터링 예정 오전관리사항 food urine feces etc tx 오후관리사항 food npo urine feces etc tx ,2001,221, 상기에 해당하지 않는 소화기 계통의 종양성 질환 , 소화기 질환 ,"종괴, 혹, 낭종","종괴, 혹, 낭종",462,11
Dachshunds(닥스훈트 ),FS              ,2133,E_24시아이, 오전에 츨근하실떄 개껌 늘 개껌 주고 감 어제 산책했고 밥도 잘먹고 활발 보호자가 저녁에 오니 개껌그대로 나오고 사료분출물 구토여러번 온군데에다 해놨다고 변 본흔적 기립불능 발작한다고 응급으로 내원 문진하면서 어제 목욕시켰는데 다리를 빼서 좀 평소와 다르게 싫어하는것 같았다고 말씀함 보호자가 밍키가 옆으로 비틀비틀 중심을 못잡고 흰자위가 보였다고 해서 등짝을 팍팍 때렸다고 함 이전에 디스크로 치료받은적 없음 식욕 활기 백신 사상충 mentaion 정상 gait 실조 왼쪽 전지 후지 너클링 왼쪽 전지 후지 모두 부전마비 꼬집어도 자극없음 냉감 약간. pupil size 다름 od 산동 os 축동 crp gotgpttbil 이외 nrf 일반 플레인 사진으로 정확한 판독 불가 mri 검사 필요성 고지 신경계쪽 이상으로 인한 부전마비고지 mpss time time time time처치. month month 밤 time 까지 입원경과보면서 논의 . ,,"1,2", 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),478,1
Lhasa Apso(라사압소),M,2043,B_W,s 어제 구토로 진료받고 간 후 설사까지 발생하여 재내원 진료 이후 구토는 없음 죽 두번 급여 기력저하 지속 새벽에 수양성 설사 회 접종 꾸준히 하지 않음 탈수 이상 mmc pale st delayed bw ccv cpv giardia kit all negative. cbc wbc plt 전해질 na cl ph hco 종 alp alt amylase tp alb tchol lactate cpl kit normal 복부방사선상 특이소견 없음 원내에서 노란 수양성 점액성 설사 계속 지림 tx 수액 ns taurine vit c 교정속도 metronidazole cri taurine ornipural cime iv 킹벨린 sc 오후에 복부초음파 진행 예정 초음파 후 결과는 tel 어머님 으로 전화주세요 fecal exam direct smear no parasite eggs fecal cytology few spore forming bacteria abdominal ray cranial displacement of the gastric axis radiopaque foci on the pyloric region gas filled small intestines and colon spondylosis t l abdominal ultrasonography hyperechoic nodules in the splenic parenchyma hyperechoic nodule in the left lateral lobe of the liver mildly increased echogenicity of the liver parenchyma echogenic sludge in the gallbladder lumen increased echogenicity of the pancreas increased echogenicity of the intra abdominal fat around the pancreas fluid filled small intestines small amount of anechoic free fluid in the abdominal cavity diameter of the adrenal glands left time right time 만성 췌장염 및 간 기능 저하에 준해 항생제 위보호제 항구토제 간보호제 투여 및 수액 요법 실시 비장과 간의 결절 모니터링 필요 시 세포 검사 및 조직 검사 실시 tx fluid therapy with s taurine vitamin fr time kg hr s kcl time eq taurine vitamin fr time kg hr cefazolin time kg tid iv metronidazole time kg bid iv cri over time cimetidine time kg tid iv slowly maropitant time kg sid iv slowly ornipural time dog sid iv slowly taurine time dog sid iv slowly royal canin veterinary diet gastrointestinal low fat ,,"1,2", 위염 / 위장염 / 장염 , 소화기 질환 ,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),1541,1
Mixed(혼합),F               ,2082,E_24시아이, 췌장염 식욕 활기 감소 구토. month 전에 마지막. 노란물 구토 변상태는 정상. cpl kit positive month 입원치료. 연장될수 있음. ,2082,"1,2", 췌장염 , 간 · 담도계 및 췌장 질환,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),86,1
Persian Cat(페르시안 고양이),MN,2090,C_잠실ON,cc 경직 month 전 오전에 구토 사료 액체 month 전까지 변은 정상 month 전부터 기력저하 금일부터 식욕 저하 평소에 참치캔 먹고 있음 집에 다른분이 있긴 하지만 케어 안해줌 보호자분은 손녀 돌봐야 해서 month 에 한번씩 집에 오고 있음 온몸이 경직된 상태로 내원 체온 도 히팅해주면서 경직은 풀림 혈액검사 신장수치 상승 흉부방사선 기관지 패턴 확인됨 복부 방사선 위확장 위내 fluid 급성신부전 치료 시작 오전중으로 초음파 검사 진행 신장 수치 재검 및 sdma 의뢰 ,,"1,43", 급성 신부전 , 비뇨기과 질환 ,구토(급성/만성),구토(급성/만성),273,0
K.C(Korean Cat),MN,2042,D_VIP,유기묘. 호흡 힘든 상태로 보여 데리고 오심 혈액검사 경미한 고글로불린혈증 외 없음 영상검사 거대식도 위장관계 전반적으로 gas distended 집에서 케어해주실 수 없어 귀가하셨는데 다시오심 하루정도만 입원 처치하여 돌볼수 있는 사람 알아보겠다고 하십니다. 수액 처치 없이 콧줄 장착하여 공기 제거 및 식이 급이 정도만 진행하기로 합니다. ,고글로불린혈증,14, 거대 식도 증 / 식도 확장증 , 소화기 질환 ,호흡곤란,호흡곤란,192,14
Pomeranian(포메라이안),F               ,2087,G_부천이지,식욕없음. 새끼 낳은지 time 째 되었음. 젖물리고 있는데 밥을 안먹고 물만 조금 먹었음. 청안 동물병원에서 의뢰 저혈압 진단 받음 month 전부터 식욕 절폐 먹고 나서 구토 이유식 조금 먹고 안 먹음 month 전에 강아지 우유 육포 간식을 과도하게 먹임 예방접종 완료 양측 결막염 흉부 복부방사선 검사 심장 폐 특이소견 없음. 복부 복배상에서 위 유문부 위치에 연부조직보다 높은 밀도의 원형 물체 cm 길이 는 위내용물 가능성 높음. 복부초음파 검사 위내 심한 음식물과 액체 저류 및 일부 소장 분절 액체 저류 관찰되어 운동성 저하 의심. 자궁 내막은 두꺼워져있으나 분만 후 time 째 고려시 나타날 수 있는 소견. 그 외 복강장기 특이소견 없음. 혈액 검사 상담 급성 신부전 의심 month 정도 치료 권유 사망 위험성 있음 설명 처치 수액 처치 유지수액 kcl 오르니푸랄 타우린 요도카테터 삽입 파모티딘 time kg bid 엔로 time kg sid 내복약 aluminium hydroxide time kg bid renal dog bid po 오후관리사항 food 식사종류 양 d 식욕상태 없음 급식방법 자발 urine feces 카테터 etc tx ,2231,21, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",597,9
Mixed(혼합),F,2193,D_VIP, 야간 by 홍 식욕양호 특이사항없음 입원 condition good 식욕 좋음 배변 배뇨 화기증상 유무 특이사항 없음 체중 지지 잘 하면서 걸음. 정상 회복 중 rx 식이 건사료 캔사료 내복약 항생제 tramadol 보호자분 카드결제 사정으로인해 time 날 퇴원 원하심. time 날까지 기본 입원 예정. ,,23, 골절 (앞발) ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",173,7
Mixed(혼합),FS,2021,D_VIP, refer. 해밀ah 의뢰병원관련 진료후 전화완료 주호소 담낭 문제 복부 종괴 현증경과 얼마 전에 호흡이 안좋아서 병원 갔는데 엑스레이 상에서 기관지협착 소견이 있다고 들었고 살빼라는 말씀 들으심. 초음파 살짝 대봤을 때 담낭 내 슬러지 복부 종괴 소견. 방광 내 결석이 조그맣게 있다고 들으심 year 키우시고 입양 당시 살 정도로 추정됨. 보호소에서 입양. 그 당시 파보 걸렸다가 나은 경력 있음. 혈액검사는 따로 하지 않으심. 결막염때문에 평생 안약을 넣어야한 다고 들으셨고 year 동안 넣고 있음 연고 옵티뮨 안약 식욕은 매우 좋고 배뇨 배변 양호 잘 안움직이려고함 밥은 어제 저녁 time 이후로 금식했어요. time 금식 기침은 살찌면서 좀 하는 편이고 목에 뭔가 걸린 것처럼 함. 음식물을 빨리 먹을 때 켁켁 거리다 뱉어내는 경우도 있음. 최근 month 치 기침약 먹었는데 많이 좋아졌어요. 원장님과 통화시 pds 처방 예방접종 레볼루션 브라벡토 사육환경 indoor 동거견 마리 산책은 거의 매일 하심 사료 사료는 티라어머니가 하시는 사료 조금 나우랑 하림에서 나오는 오리 연어 닭고기 알러지 있음 . 오리안심 건조시켜서 감마선 멸균된 고기 코코넛 오일에 살짝 볶아서 가끔 주심. 후코이단 신체검사 mental depression hr rr bptime hg bcs mmc brick pink crt sec 탈수평가 dry mucous membrane dehydration auscultation heart no murmur lung 흡기 시 stridor sturtur corse crackle 혈액검사 cbc wbc pcv plt c bun cre ip ca altalptbil tp alb glb tcholtg glu elec na cl ph hco pco crp dimer 영상검사 방사선검사 finding ddx vhs tracheal collapse grade infiltrative liver disease nodular liver disease hepatomegaly bilateral renal calculi ub calculi 복부초음파 finding ddx gb sludge mucocele 초기 단계 vacuolohepatopathy hepaptic nodular hyperplasia myelolipoma hyperechoic nodules splenic lymphoid follicular hyperplasia with gamma gandi body ckd bilateral renal calculi in pelvis lt adg time rt adg time ub calculi chronic pancreatitis pancreaticoduodenal lymphadenopathy mild gastroenteritis hyperehcoic mucosa chronic mesenteric lymphadenopathy hyperechoic changes of mesenteric lymph nodes comment 다량의 담낭 슬러지와 vacuolohepatopathy는 역행성 감염 호르몬 질환 고지혈증 당뇨 등과 연관될 수 있으므로 관련 증상 확인 필요할 수 있음. tc와 같은 만성 호흡기 질환에 간내 만성적인 저산소성 손상을 유발할 수 있음. 만성 췌장염 소견은 뚜렷한 임상증상을 유발하지는 않으나 간헐적 식욕부진 구토 흡수 장애 활성형 췌장염 등을 유발할 수 있고 계속 진행될 경우 epi 나 당뇨를 유발 할 수 있음. 방광 결석은 요로계 폐색을 유발할 수 있음. 성분 검사 후 식이상으로 배출시킬 수 없는 결석 이라면 추후 수술이 필요할 수 있음. splenic gamma gandi body 는 만성적인 splenitis 만성 간질환에 기인한 portal hypertension과 연관될 수 있음. 복강내 림프절의 고에코 변화는 만성적인 위장관 질환에 의했을 가능성 있음. 신장내 결석은 임상적의의는 크지 않으나 요관으로 이행되거나 요관 시작부위 폐색을 유발할 수 있고 결석에 의한 이물반응으로 ckd 진행을 촉진시킬 수 있음. radiologist 윤학영 dvm phd vip동물의료센터 영상의학과 과장 건국대학교 수의영상의학과 겸임교수 direct tel 내선 mail vip radiology vipah.co.kr 요검사 usg money ph dip stick pro sediment nrf upc dx ddx vacuolar hepatopathy renal calculi ub calculi hyperlipidemia gb 내 심한 슬러지 확인되며 이와 관련 해밀동물병원에서 종괴로 추정되는 것에 담도계 폐색은 영상 검사 상 종괴 확인되지 않음. 해밀동물병원에서 복부 vd 상에서 보이는 우측 상복부 mass는 우측 신장 음영인 것으로 추정 혈액검사 상 간수치 상승 고지혈증 영상 검사 상 초기 담낭점액종 소견 확인되고 복부팽만 및 얇은 피부관련 호르몬성 질환 의심되었으나 부신 크기 정상 pu pd 증상없어 쿠싱증후군의 가능성은 낮아보임. 고지혈증 및 reference low margin에 가까운 pcv와 관련 갑상선기능 저하증 감별필요하나 보호자 원치 않으셔서 검사 진행하지 않음. 추후 감별 필요 담낭 내 슬러지는 초기 담낭점액종으로 의심되며 향후 담낭점액종으로 발전 가능성 존재하므로 주기적인 모니터링 필요 간수치 상승 및 담낭 내 슬러지 관련 silymarin udca 처방 충분한 금식에도 불구하고 고지혈증 보이나 간수치 상승과 관련있어보이며 약물투여보다 식이관리 먼저 추천드림. 저지방 식이 및 오메가 등의 불포화 지방산 추천. 신장수치 정상이나 영상 상 신장에코 상승과 결석 확인되어 신부전 모니터링 필요하며 조기진단검사인 sdma 추후 검사 필요할 것으로 보임 간 실질내 고에코성 결절 다수 확인되나 양성병변으로 추정되며 fna 및 조직검사 필요할 것으로 보임 간 에코 상승으로 공포성 간병증 상태로 보이며 기침약으로 처방된 스테로이드에 의한 영햐은 있을 수 있으나 단기간 처방으로 이전부터 공포성 간병증이 있었을 가능성 존재함 다소 상승된 dimer관련 hypercoagulability 상태로 추정되고 이에 대한 원인은 금일 감별되지 않음. 예방적으로 clopidogrel 추가 기침관련 해밀에서 기침약 처방이후 개선 보이고 있음. 해밀 및 본원에서 엑스레이 검사 상 심한 기관허탈 소견보이고 있고 청진 상 호흡양상 좋지 않아 지속적인 기관확장제 투여가 필요할 것으로 보임 rx 식이 저지방 식이 추천 내복약 fordays sylimarin time kg po bid udca time kg po bid clopidogre time kg po bid 간보조제 처방으로 간수치 개선 및 담낭내 슬러지 개선 여부 확인 금일 본원에서 time 분 처방하였으며 향후 해밀동물병원에서 지속적인 모니터링하기로 함 본원에서 필요한 검사 있을 시 재내원 comment 원장님 꼬맹이는 담낭 내 슬러지 및 우측 상복부 종괴 의심되어 본원에 내원하였습니다. 검사 결과 복강 내 종괴는 확인되지 않았으며 담낭 내 슬러지는 여전히 심하게 관찰되고 있습니다. 간실질 내 다수의 결절 확인되나 영상 상 양성결절로 보이며 정확한 검사위해 fna가 필요할 것으로 보입니다. 공포성 간변화 보이고 있고 고지혈증 관련 갑상선 기능저하증 감별 필요할 것으로 보입니다. 그리고 간수치 상승에 대해 간보조제와 경미하게 상승된 dimer 관련 혈전방지제 처방으로 주기적인 아이 수치 및 상태 모니터링이 필요할 것입니다. 또한 기관허탈에 대해 기관확장제의 지속적 처방이 추천됩니다. 원상흠 dvm vip동물의료센터 내과 팀장 direct tel 내선 mail vip vipah.co.kr ,"공포성간병증, 고지혈증, 담낭점액종","5,22115", 기관 허탈 , 호흡기 질환 ,기침,기침,3770,4
Poodles(푸들),MN              ,슬개골탈구,E_24시아이, 어제 침대에서 낙상 후 통증호소 오른쪽다리는 예전부터 절뚝거리기는 했어요 식욕 활기 백신 사상충 오른쪽 슬개골 탈구.십자인대 수술 month month month time 비용수납은 입원비 month 만 받도록 조치함 month free . ,-,23,,,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",136,7
Jindo Dog(진도견),MN              ,2273,D_VIP,어제 집을 나갔다가 오늘 에 연락을 받고 찾아옴 온몸에 피칠이 되어있고 특히 우측 앞다리의 피부상처가 너무 심하게 되어있습니다. 방사선상 뼈의 문제는 보이지않지만 피부손상이 너무 심합니다. 발목 관절부위 겨드랑이 부위가 너무 심하게 손상되어 있습니다. 오늘 붕대적용후 내일 수술예정입니다. 교상이든 상처든 차감염이 심할수 있기때문에 수술후에도 문제될 가능성이 높습니다. money 결제 은희 ,,0, 외상 (타박상 / 찰과상 / 타박상) ,전신성의 질환,기타 증상,기타 증상,219,5
Labrador Retriever(래브라도 리트리버),MN              ,normal,F_센트럴,cc time 전 타원에서 좌측 후지 파행으로 진료 십자인대 손상 의증 month 내과처치후 파행 없었으나 이후 다시 파행 pex 좌측 무릎 통증 부종 방사선 drawer test 양성 dx lt cruciate ligament lup propofol time ,X,0,,,기타 증상,기타 증상,146,5
Yorkshire Terrier(요크셔 테리어),M               ,normal,F_센트럴,c.c 척수 공동증 f.u 최근에 노란 눈꼽이 낌. 집에서 기왕력과 관련된 임상 증상은 없으며 육안 평가 상 양쪽 눈 모두 충혈 되어 있으며 좌측 눈에선 노란 눈꼽 확인. 혈액 검사 상 양호 하며 눈 검사 큰 이상 소견 없음. 눈 이상은 알러지성 결막염 가능성 높음 설명 드렸으며 안약 처방 하루 회 양안 투여 권장 안구 건조한 경우 시중에서 일회용 안약 구매하셔서 사용 하시길 추천. 현재 기왕력에 관련된 증상 양호 하므로 내복약에서 pds 제외 및 gabapentin과 furosemide 감량. 상태 양호 시 당분간 동량 처방 예정 이며 추 후 이뇨제 내복약에서 제외 할 예정. ce 약 변경 되었기 때문에 기존의 임상증상 재발 여부 평가 추천 드림. ,x,0,,,기타 증상,기타 증상,368,5
